# curated/definitions.tsv: hand-written definitions for senses Wiktionary is
# missing, whether it has no Portuguese-language coverage for the word at all
# (loanwords, ethnonyms, informal abbreviations, dialectal/archaic terms, ...)
# or just an incomplete one (e.g. "pet": Wiktionary only has the "PET" plastic
# sense, this file adds the "animal de estimação" one; both are kept, merged
# in build.js). Columns: word<TAB>pos<TAB>gloss<TAB>[accent], one row per
# gloss (a word with multiple senses/pos gets multiple rows). pos is
# free-form: it only affects display order (see POS_PRIORITY in build.js),
# not lookup. The optional 4th column is the word's accented/cased spelling
# when it differs from the plain board word (e.g. "carre"'s only sense is
# "carré") — see resolveOwnDefs in build.js.
test	noun	forma aportuguesada do inglês "test"; teste, exame ou experimento
timor	noun	ilha do Sudeste Asiático, dividida entre o Timor-Leste (país independente) e o Timor Ocidental (parte da Indonésia)
totem	noun	objeto ou figura, geralmente esculpida em madeira, que representa um símbolo sagrado ou emblema de um grupo ou clã
touch	noun	toque (empréstimo do inglês)
tour	noun	viagem turística; excursão
tramo	noun	segmento, trecho ou parte de um todo linear ou estrutural
travao	noun	barra ou alavanca usada para frear um veículo; dispositivo mecânico ou hidráulico que reduz a velocidade ou para máquinas
trip	noun	viagem; no uso informal, também designa uma experiência intensa, estranha ou alucinógena
trunfo	noun	naipe escolhido em jogos de cartas que tem superioridade sobre os outros naipes durante a partida
tubara	noun	variante de túbera, cogumelo subterrâneo da família das tuberáceas; termo arcaico para alguém sem bom senso
tubara	noun	(botânica) designação comum de plantas herbáceas do gênero Scirpus, da família das ciperáceas, como o bunho
tunica	noun	peça de vestuário comprida e solta, geralmente sem mangas ou com mangas curtas, usada sobre outra roupa ou como vestido único	túnica
ufo	noun	expressão emprestada do inglês (unidentified flying object) que significa objeto voador não identificado
ulna	noun	um dos dois ossos do antebraço, situado ao lado do dedo mínimo, entre o cotovelo e o punho
user	noun	termo inglês para "usuário", pessoa que utiliza um sistema, aplicativo ou serviço
vadea	verb	forma do infinitivo de "vadear" (atravessar a vau, a pé, um rio ou curso d'água) combinada a um pronome oblíquo (ex.: "vadeá-lo")
var	abbrev	abreviatura de "variável", termo utilizado em ciência da computação
vegas	noun	referência a Las Vegas, cidade dos Estados Unidos conhecida por cassinos e vida noturna
verna	verb	2ª pessoa do singular do imperativo (e 3ª do presente do indicativo) de "vernar"
vernar	verb	(botânica) ter vernação; despontar, nascer (referindo-se a folhas)
verne	verb	1ª/3ª pessoa do singular do presente do subjuntivo (e imperativo) de "vernar"
verno	verb	1ª pessoa do singular do presente do indicativo de "vernar"
vhs	abbrev	abreviatura de "video home system", formato de fita magnética usado para gravar e reproduzir vídeo
viagra	noun	marca comercial mundialmente conhecida do medicamento citrato de sildenafila, usado no tratamento da disfunção erétil
vitro	adv	parte da expressão "in vitro"; refere-se a fenômenos observados fora de um organismo, em laboratório
viuvez	noun	estado ou condição de quem é viúvo(a); período posterior à morte do cônjuge
vol	abbrev	abreviatura de "volume"
volva	noun	membrana espessa que envolve certos cogumelos jovens, rompendo-se de forma irregular à medida que o chapéu se desenvolve
volva	verb	1ª/3ª pessoa do singular do presente do subjuntivo e 3ª do imperativo de "volver"
volve	verb	3ª pessoa do singular do presente do indicativo de "volver"
volver	verb	voltar, tornar; virar-se ou lançar o olhar (ex.: "volver os olhos")
volvi	verb	1ª pessoa do singular do pretérito perfeito do indicativo de "volver"
volvo	noun	marca sueca de automóveis e caminhões
zera	verb	3ª pessoa do singular do presente do indicativo de "zerar"
zerai	verb	2ª pessoa do plural do imperativo de "zerar"
zeram	verb	3ª pessoa do plural do presente do indicativo de "zerar"
zeras	verb	2ª pessoa do singular do presente do indicativo de "zerar"
zerei	verb	1ª pessoa do singular do pretérito perfeito do indicativo de "zerar"
zerem	verb	3ª pessoa do plural do presente do subjuntivo (e imperativo) de "zerar"
zerou	verb	3ª pessoa do singular do pretérito perfeito do indicativo de "zerar"
zonzo	adj	tonto, atordoado, com a cabeça leve
